customer_id,tenure_months,monthly_charges,contract_type,payment_method,num_support_tickets,account_closure_reason,last_contact_before_churn_days,churned
C00576,27,110.68,monthly,auto,2,,,0
C00577,67,53.75,monthly,check,15,,,0
C00578,38,81.1,monthly,auto,12,service,2.0,1
C00579,65,80.88,2-year,card,7,,,0
C00580,8,46.73,2-year,bank,6,service,49.0,1
C00581,7,42.2,monthly,card,15,service,46.0,1
C00582,61,31.39,1-year,check,11,,,0
C00583,8,85.93,monthly,auto,14,other,11.0,1
C00584,4,98.09,1-year,card,1,other,58.0,1
C00585,30,96.1,monthly,card,8,,,0
C00586,67,51.63,2-year,bank,11,,,0
C00587,50,40.53,2-year,auto,0,,,0
C00588,8,65.36,monthly,card,8,,,0
C00589,61,74.68,monthly,auto,0,,,0
C00590,61,111.91,monthly,card,14,price,46.0,1
C00591,58,107.48,monthly,bank,10,,,0
C00592,65,111.61,monthly,check,3,,,0
C00593,18,105.03,monthly,check,8,service,50.0,1
C00594,71,116.46,2-year,auto,1,,,0
C00595,24,66.55,monthly,card,12,competitor,11.0,1
C00596,58,24.75,2-year,card,3,,,0
C00597,42,28.36,monthly,bank,9,,,0
C00598,57,59.03,1-year,check,1,,,0
C00599,46,45.77,monthly,bank,2,,,0
C00600,47,36.99,2-year,check,15,,,0
C00601,45,115.32,monthly,bank,6,price,27.0,1
C00602,57,39.54,monthly,auto,1,,,0
C00603,54,115.94,1-year,card,11,,,0
C00604,10,96.08,1-year,check,3,,,0
C00605,60,84.09,1-year,check,9,,,0
C00606,39,87.6,monthly,card,12,competitor,43.0,1
C00607,24,53.15,monthly,check,10,other,53.0,1
C00608,38,84.64,2-year,card,3,,,0
C00609,70,38.67,1-year,check,3,,,0
C00610,62,113.77,1-year,check,3,,,0
C00611,61,50.18,monthly,card,10,,,0
C00612,34,45.52,monthly,card,10,,,0
C00613,57,91.12,2-year,bank,8,,,0
C00614,28,85.64,1-year,auto,6,,,0
C00615,50,65.13,monthly,card,0,,,0
C00616,47,83.24,2-year,auto,13,,,0
C00617,18,35.95,1-year,check,10,,,0
C00618,20,87.33,monthly,auto,10,competitor,45.0,1
C00619,5,47.06,monthly,auto,1,competitor,11.0,1
C00620,11,47.28,1-year,bank,4,,,0
C00621,32,36.22,monthly,check,4,,,0
C00622,35,53.24,1-year,check,9,,,0
C00623,12,53.13,1-year,card,12,,,0
C00624,31,65.42,monthly,check,13,service,39.0,1
C00625,44,39.04,2-year,bank,8,,,0
C00626,17,39.3,monthly,card,5,service,20.0,1
C00627,25,74.17,monthly,auto,6,service,52.0,1
C00628,27,32.89,1-year,bank,11,,,0
C00629,37,88.89,1-year,auto,5,service,12.0,1
C00630,27,114.39,monthly,card,6,other,38.0,1
C00631,54,62.68,1-year,check,12,,,0
C00632,24,110.11,2-year,bank,8,,,0
C00633,32,29.83,2-year,auto,7,,,0
C00634,28,24.3,2-year,auto,11,,,0
C00635,14,92.14,monthly,auto,4,,,0
C00636,50,96.1,monthly,auto,0,,,0
C00637,17,104.31,1-year,auto,12,service,35.0,1
C00638,22,25.68,monthly,bank,7,service,57.0,1
C00639,58,97.69,1-year,auto,5,,,0
C00640,69,57.65,monthly,check,1,,,0
C00641,49,50.33,monthly,bank,14,price,49.0,1
C00642,66,37.3,monthly,card,11,,,0
C00643,62,119.6,monthly,check,4,price,40.0,1
C00644,35,26.37,monthly,bank,9,,,0
C00645,56,102.7,1-year,check,7,,,0
C00646,24,83.95,1-year,card,5,,,0
C00647,34,93.51,monthly,check,4,,,0
C00648,39,91.17,monthly,check,1,other,4.0,1
C00649,70,105.84,2-year,check,15,,,0
C00650,62,38.38,monthly,check,14,competitor,51.0,1
C00651,36,20.08,1-year,auto,13,,,0
C00652,47,79.85,1-year,auto,5,,,0
C00653,15,55.39,1-year,bank,15,service,44.0,1
C00654,58,32.38,2-year,auto,4,,,0
C00655,40,38.61,1-year,auto,13,,,0
C00656,39,53.17,2-year,card,1,,,0
C00657,56,27.02,2-year,bank,4,,,0
C00658,46,25.69,monthly,check,9,,,0
C00659,6,111.6,monthly,check,15,other,5.0,1
C00660,21,51.21,monthly,card,4,price,43.0,1
C00661,13,118.22,monthly,bank,6,price,26.0,1
C00662,53,116.44,1-year,bank,13,other,55.0,1
C00663,3,34.26,monthly,check,7,,,0
C00664,15,91.49,monthly,check,10,service,32.0,1
C00665,44,80.08,monthly,card,6,,,0
C00666,51,89.06,1-year,card,0,,,0
C00667,37,29.62,1-year,bank,4,other,20.0,1
C00668,62,38.86,2-year,card,9,,,0
C00669,67,27.66,monthly,auto,0,,,0
C00670,10,80.41,monthly,bank,3,other,52.0,1
C00671,69,118.66,2-year,check,15,,,0
C00672,45,87.2,1-year,card,0,,,0
C00673,46,91.08,1-year,bank,3,service,7.0,1
C00674,7,118.46,1-year,auto,9,,,0
C00675,45,87.8,monthly,check,9,competitor,50.0,1
C00676,53,24.02,2-year,bank,3,,,0
C00677,42,106.7,1-year,check,0,,,0
C00678,7,56.47,1-year,check,14,price,55.0,1
C00679,38,20.44,1-year,card,8,,,0
C00680,68,70.72,monthly,auto,9,service,22.0,1
C00681,53,113.7,monthly,auto,0,,,0
C00682,10,45.73,1-year,check,3,,,0
C00683,70,69.15,1-year,card,1,,,0
C00684,70,37.38,monthly,bank,15,other,14.0,1
C00685,13,25.77,monthly,check,12,price,60.0,1
C00686,58,28.05,2-year,auto,8,,,0
C00687,30,92.7,monthly,check,10,service,47.0,1
C00688,43,106.41,monthly,card,2,service,13.0,1
C00689,33,34.33,1-year,check,15,,,0
C00690,57,48.83,2-year,card,8,,,0
C00691,72,39.5,1-year,bank,8,,,0
C00692,58,22.69,2-year,check,15,,,0
C00693,68,75.34,monthly,check,1,,,0
C00694,69,89.99,2-year,bank,6,,,0
C00695,7,84.79,2-year,bank,1,,,0
C00696,19,58.81,1-year,auto,6,,,0
C00697,52,75.5,1-year,check,4,,,0
C00698,43,29.41,monthly,card,7,,,0
C00699,4,35.43,monthly,check,11,service,44.0,1
C00700,7,113.18,monthly,check,4,service,50.0,1
C00701,38,96.15,monthly,check,0,service,37.0,1
C00702,45,112.27,2-year,check,2,,,0
C00703,13,111.67,monthly,card,11,service,49.0,1
C00704,13,84.94,1-year,auto,9,competitor,6.0,1
C00705,10,112.82,monthly,auto,15,price,32.0,1
C00706,41,61.67,monthly,card,14,competitor,47.0,1
C00707,1,20.36,monthly,card,2,,,0
C00708,42,26.26,monthly,card,11,competitor,21.0,1
C00709,35,30.95,1-year,auto,1,,,0
C00710,34,29.54,2-year,auto,1,,,0
C00711,49,55.17,monthly,bank,12,,,0
C00712,38,90.13,2-year,check,6,,,0
C00713,53,99.06,1-year,card,15,,,0
C00714,56,79.02,1-year,card,0,,,0
C00715,67,34.64,monthly,card,8,,,0
C00716,58,94.79,monthly,card,4,other,29.0,1
C00717,38,55.48,2-year,auto,15,,,0
C00718,36,21.3,1-year,auto,10,,,0
C00719,17,48.06,monthly,card,12,service,20.0,1
C00720,44,53.06,2-year,check,4,,,0
C00721,11,47.42,monthly,card,14,price,16.0,1
C00722,68,101.19,1-year,check,13,,,0
C00723,61,95.99,monthly,auto,12,,,0
C00724,9,89.56,2-year,auto,7,other,28.0,1
C00725,57,33.9,monthly,auto,14,,,0
C00726,9,100.78,monthly,card,10,other,11.0,1
C00727,52,87.72,1-year,card,1,,,0
C00728,7,39.48,monthly,card,14,price,26.0,1
C00729,36,84.81,2-year,card,0,,,0
C00730,48,68.35,1-year,check,10,,,0
C00731,53,63.94,monthly,check,3,,,0
C00732,31,31.21,monthly,auto,14,competitor,39.0,1
C00733,67,71.83,2-year,card,11,,,0
C00734,56,29.99,1-year,bank,12,,,0
C00735,15,36.43,2-year,check,11,,,0
C00736,49,33.25,monthly,check,9,,,0
C00737,53,115.41,2-year,bank,13,,,0
C00738,25,48.49,1-year,card,4,,,0
C00739,54,55.52,1-year,bank,8,,,0
C00740,65,52.21,monthly,card,4,,,0
C00741,59,109.83,monthly,check,1,,,0
C00742,55,76.3,2-year,auto,14,,,0
C00743,46,111.92,2-year,card,7,,,0
C00744,20,49.99,monthly,card,0,,,0
C00745,58,31.48,2-year,check,13,,,0
C00746,27,75.62,monthly,card,15,other,7.0,1
C00747,39,54.55,monthly,auto,10,,,0
C00748,23,100.19,monthly,auto,5,other,14.0,1
C00749,23,107.94,monthly,bank,13,price,7.0,1
C00750,12,67.26,monthly,bank,11,competitor,6.0,1
C00751,70,117.14,monthly,bank,4,,,0
C00752,11,75.3,monthly,bank,5,other,30.0,1
C00753,7,47.09,1-year,auto,15,competitor,23.0,1
C00754,68,68.9,2-year,auto,15,,,0
C00755,40,23.73,1-year,card,10,,,0
C00756,32,100.4,monthly,card,0,price,59.0,1
C00757,54,30.14,1-year,check,3,,,0
C00758,28,50.87,monthly,check,5,other,29.0,1
C00759,10,76.53,1-year,check,8,competitor,9.0,1
C00760,53,24.3,1-year,bank,13,,,0
C00761,13,27.93,monthly,bank,13,price,15.0,1
C00762,40,89.61,monthly,card,4,competitor,59.0,1
C00763,69,27.18,2-year,bank,1,,,0
C00764,68,67.71,2-year,check,4,,,0
C00765,26,53.87,1-year,bank,3,,,0
C00766,57,42.81,2-year,bank,14,,,0
C00767,45,38.88,2-year,bank,0,,,0
C00768,35,96.34,monthly,auto,13,price,5.0,1
C00769,11,115.15,1-year,check,10,price,11.0,1
C00770,28,34.02,monthly,auto,1,,,0
C00771,47,115.97,monthly,card,10,service,35.0,1
C00772,72,79.48,monthly,auto,9,service,30.0,1
C00773,1,84.17,2-year,card,0,,,0
C00774,52,90.99,1-year,bank,3,,,0
C00775,61,90.41,monthly,bank,5,,,0
C00776,69,101.98,monthly,card,3,,,0
C00777,31,68.35,monthly,auto,9,service,11.0,1
C00778,9,73.34,1-year,auto,9,,,0
C00779,20,52.38,2-year,check,2,,,0
C00780,62,30.53,monthly,bank,1,,,0
C00781,64,86.46,monthly,auto,10,,,0
C00782,46,23.36,1-year,check,7,,,0
C00783,9,47.56,monthly,bank,4,,,0
C00784,9,29.42,1-year,auto,4,,,0
C00785,35,39.07,monthly,card,0,,,0
C00786,43,83.87,monthly,bank,13,service,9.0,1
C00787,3,82.85,monthly,card,13,service,55.0,1
C00788,50,62.11,2-year,card,8,,,0
C00789,40,29.02,monthly,card,5,,,0
C00790,1,63.34,monthly,check,3,,,0
C00791,7,55.27,1-year,auto,4,,,0
C00792,33,92.05,2-year,check,14,,,0
C00793,53,77.9,monthly,bank,1,competitor,29.0,1
C00794,60,69.16,monthly,bank,13,,,0
C00795,32,68.7,1-year,card,4,competitor,27.0,1
C00796,22,116.63,monthly,check,4,,,0
C00797,70,95.63,1-year,card,12,,,0
C00798,34,69.7,monthly,auto,15,price,24.0,1
C00799,23,67.92,monthly,bank,15,competitor,2.0,1
C00800,32,22.65,monthly,bank,4,,,0
C00801,1,114.25,1-year,card,9,price,57.0,1
C00802,22,51.92,monthly,card,4,price,24.0,1
C00803,38,45.59,monthly,card,3,,,0
C00804,67,119.94,monthly,check,6,,,0
C00805,54,91.87,1-year,bank,0,,,0
C00806,57,24.74,monthly,auto,2,,,0
C00807,40,26.19,1-year,check,9,,,0
C00808,8,22.55,1-year,auto,10,,,0
C00809,29,79.96,monthly,auto,4,price,9.0,1
C00810,72,27.16,2-year,card,8,,,0
C00811,4,113.34,2-year,card,12,,,0
C00812,64,113.69,monthly,auto,14,service,24.0,1
C00813,50,74.61,monthly,bank,9,other,13.0,1
C00814,21,81.66,monthly,auto,3,service,49.0,1
C00815,57,49.19,monthly,check,11,,,0
C00816,61,26.4,1-year,check,2,,,0
C00817,4,93.75,2-year,bank,2,,,0
C00818,8,30.18,2-year,bank,5,competitor,46.0,1
C00819,48,28.56,monthly,check,5,,,0
C00820,72,51.12,monthly,card,2,,,0
C00821,2,21.25,monthly,bank,0,,,0
C00822,48,63.4,1-year,check,15,,,0
C00823,10,90.77,monthly,card,10,competitor,21.0,1
C00824,47,100.13,2-year,bank,11,,,0
C00825,45,80.43,2-year,auto,1,,,0
C00826,7,104.69,monthly,bank,12,price,53.0,1
C00827,50,60.65,1-year,auto,5,,,0
C00828,65,104.88,1-year,auto,11,,,0
C00829,63,70.65,2-year,check,7,,,0
C00830,3,42.3,monthly,card,3,service,51.0,1
C00831,18,114.41,monthly,card,4,competitor,51.0,1
C00832,18,47.5,1-year,auto,2,,,0
C00833,33,22.62,monthly,card,13,other,60.0,1
C00834,11,44.27,1-year,check,6,other,31.0,1
C00835,62,56.67,monthly,check,12,,,0
C00836,56,55.13,1-year,auto,13,,,0
C00837,59,72.47,2-year,auto,2,,,0
C00838,15,108.31,monthly,bank,5,price,26.0,1
C00839,2,49.23,monthly,check,1,,,0
C00840,66,72.08,1-year,check,0,,,0
C00841,21,54.01,monthly,auto,15,other,10.0,1
C00842,48,102.18,1-year,check,10,,,0
C00843,66,35.76,1-year,card,7,,,0
C00844,3,30.35,monthly,auto,3,price,45.0,1
C00845,1,70.3,2-year,check,9,,,0
C00846,1,87.19,1-year,card,8,other,31.0,1
C00847,12,99.55,1-year,card,3,competitor,35.0,1
C00848,4,78.96,monthly,card,0,service,22.0,1
C00849,60,97.38,monthly,check,7,,,0
C00850,44,59.27,monthly,auto,8,,,0
C00851,71,23.29,2-year,bank,12,,,0
C00852,58,31.61,2-year,card,6,,,0
C00853,70,23.87,2-year,auto,1,,,0
C00854,18,52.89,monthly,check,14,price,39.0,1
C00855,21,69.55,1-year,check,6,,,0
C00856,62,55.63,1-year,card,11,,,0
C00857,18,76.06,1-year,auto,0,,,0
C00858,5,68.06,monthly,card,0,competitor,2.0,1
C00859,49,87.79,2-year,check,0,,,0
C00860,58,86.7,monthly,check,12,,,0
C00861,70,51.81,monthly,check,3,,,0
C00862,67,54.62,2-year,check,12,,,0
C00863,9,78.51,monthly,bank,15,other,20.0,1
C00864,56,79.64,monthly,check,10,,,0
C00865,61,51.47,1-year,bank,15,,,0
C00866,51,53.03,2-year,bank,14,,,0
C00867,60,89.4,monthly,check,11,service,18.0,1
C00868,61,84.74,1-year,check,12,,,0
C00869,33,33.51,monthly,card,9,,,0
C00870,3,64.1,monthly,auto,3,competitor,45.0,1
C00871,33,109.27,monthly,card,1,,,0
C00872,15,23.63,1-year,bank,6,,,0
C00873,9,105.52,monthly,bank,7,,,0
C00874,9,36.32,monthly,bank,5,competitor,8.0,1
C00875,51,70.72,1-year,bank,1,,,0
C00876,37,62.43,1-year,bank,8,,,0
C00877,39,21.01,1-year,bank,7,,,0
C00878,54,111.54,2-year,auto,15,,,0
C00879,40,65.49,monthly,auto,15,,,0
C00880,46,115.43,monthly,bank,9,,,0
C00881,7,48.67,monthly,bank,13,other,47.0,1
C00882,62,106.63,1-year,check,5,,,0
C00883,33,112.24,monthly,card,15,competitor,6.0,1
C00884,12,75.68,monthly,bank,15,price,13.0,1
C00885,59,40.27,monthly,card,2,,,0
C00886,53,88.52,monthly,check,11,price,36.0,1
C00887,4,74.9,2-year,card,7,competitor,13.0,1
C00888,14,114.45,1-year,auto,4,service,22.0,1
C00889,2,63.93,monthly,bank,6,competitor,31.0,1
C00890,20,46.85,1-year,check,14,service,33.0,1
C00891,8,33.83,1-year,check,14,,,0
C00892,52,89.86,monthly,bank,5,,,0
C00893,38,117.41,monthly,bank,7,competitor,46.0,1
C00894,71,22.83,1-year,bank,8,,,0
C00895,54,94.04,monthly,auto,11,competitor,58.0,1
C00896,45,112.69,1-year,check,7,service,24.0,1
C00897,37,27.48,1-year,card,6,,,0
C00898,4,31.02,1-year,bank,14,service,17.0,1
C00899,6,89.2,2-year,bank,5,price,22.0,1
C00900,45,84.8,1-year,auto,4,,,0
C00901,1,26.88,1-year,auto,5,other,37.0,1
C00902,4,103.44,monthly,bank,5,other,5.0,1
C00903,16,72.34,1-year,bank,8,,,0
C00904,64,110.72,2-year,card,10,,,0
C00905,34,107.8,2-year,check,2,,,0
C00906,52,101.25,2-year,card,14,,,0
C00907,30,71.59,monthly,auto,4,other,21.0,1
C00908,13,45.17,1-year,check,1,,,0
C00909,27,70.6,2-year,card,10,,,0
C00910,7,30.08,1-year,auto,3,,,0
C00911,56,85.88,1-year,auto,12,,,0
C00912,14,33.4,1-year,bank,15,service,41.0,1
C00913,28,71.12,1-year,card,11,other,47.0,1
C00914,71,25.44,monthly,bank,12,,,0
C00915,43,49.95,monthly,bank,7,,,0
C00916,34,43.21,2-year,bank,5,,,0
C00917,40,82.0,2-year,auto,9,,,0
C00918,57,98.68,2-year,auto,5,,,0
C00919,19,25.73,monthly,check,14,,,0
C00920,46,105.03,monthly,auto,7,other,60.0,1
C00921,63,106.08,monthly,card,7,price,49.0,1
C00922,42,54.23,2-year,card,10,,,0
C00923,33,85.9,1-year,auto,3,,,0
C00924,11,60.26,2-year,check,8,,,0
C00925,18,35.42,monthly,card,12,competitor,27.0,1
C00926,69,72.87,1-year,auto,12,,,0
C00927,39,28.64,1-year,card,3,,,0
C00928,22,107.85,monthly,auto,0,,,0
C00929,31,112.43,2-year,auto,3,,,0
C00930,42,102.16,1-year,bank,13,,,0
C00931,39,76.25,monthly,check,4,service,14.0,1
C00932,51,75.76,monthly,check,0,,,0
C00933,19,118.46,2-year,auto,9,,,0
C00934,47,44.79,1-year,check,14,,,0
C00935,32,27.59,1-year,bank,3,,,0
C00936,68,76.19,1-year,card,0,,,0
C00937,12,52.88,monthly,bank,2,service,14.0,1
C00938,11,52.23,1-year,card,2,price,13.0,1
C00939,34,20.71,2-year,check,3,,,0
C00940,37,79.62,monthly,bank,2,,,0
C00941,50,46.4,1-year,check,10,competitor,14.0,1
C00942,30,38.79,monthly,card,3,,,0
C00943,66,24.04,monthly,bank,8,,,0
C00944,35,56.44,monthly,bank,6,competitor,30.0,1
C00945,10,107.9,2-year,card,10,other,56.0,1
C00946,9,53.67,monthly,auto,10,service,10.0,1
C00947,71,87.91,monthly,check,9,,,0
C00948,10,95.65,1-year,auto,14,price,16.0,1
C00949,69,52.81,monthly,auto,3,,,0
C00950,21,102.16,1-year,card,8,,,0
C00951,7,89.19,2-year,auto,6,,,0
C00952,22,75.92,monthly,card,8,,,0
C00953,45,20.1,monthly,auto,2,,,0
C00954,31,23.51,2-year,check,5,,,0
C00955,57,119.09,monthly,auto,15,,,0
C00956,44,98.23,monthly,bank,12,,,0
C00957,29,113.76,2-year,card,6,,,0
C00958,46,110.23,2-year,card,1,,,0
C00959,70,22.04,1-year,card,10,,,0
C00960,30,99.18,1-year,auto,4,,,0
C00961,12,65.11,2-year,check,5,,,0
C00962,30,98.96,1-year,card,1,,,0
C00963,61,20.67,1-year,card,4,,,0
C00964,16,48.82,2-year,card,3,,,0
C00965,69,95.13,1-year,bank,0,,,0
C00966,43,99.3,1-year,check,9,,,0
C00967,44,81.97,monthly,auto,15,other,45.0,1
C00968,23,50.13,1-year,check,2,,,0
C00969,67,51.04,1-year,auto,0,,,0
C00970,3,116.68,monthly,bank,1,other,2.0,1
C00971,22,63.92,monthly,bank,8,price,13.0,1
C00972,31,64.71,2-year,check,13,,,0
C00973,35,75.23,monthly,card,4,price,21.0,1
C00974,35,60.95,monthly,auto,1,,,0
C00975,11,75.27,monthly,auto,1,price,26.0,1
C00976,17,63.23,monthly,card,9,price,1.0,1
C00977,7,102.67,1-year,card,5,,,0
C00978,42,110.91,monthly,check,5,competitor,19.0,1
C00979,26,113.21,monthly,check,3,price,17.0,1
C00980,41,76.43,2-year,card,14,,,0
C00981,43,64.21,monthly,check,5,,,0
C00982,51,90.52,monthly,bank,11,service,45.0,1
C00983,40,103.83,2-year,check,11,,,0
C00984,47,76.3,1-year,bank,0,,,0
C00985,43,90.0,1-year,bank,3,,,0
C00986,47,94.97,2-year,bank,14,,,0
C00987,45,87.64,2-year,card,14,,,0
C00988,23,94.61,monthly,card,6,price,17.0,1
C00989,18,40.86,1-year,card,2,,,0
C00990,57,69.84,1-year,auto,4,,,0
C00991,25,78.83,monthly,bank,15,price,59.0,1
C00992,40,20.25,2-year,bank,10,,,0
C00993,15,105.6,monthly,auto,1,service,1.0,1
C00994,32,81.0,2-year,auto,11,,,0
C00995,39,32.91,1-year,card,2,,,0
C00996,46,101.64,1-year,bank,4,,,0
C00997,38,91.71,monthly,bank,7,service,10.0,1
C00998,26,95.83,2-year,auto,5,,,0
C00999,70,59.2,1-year,check,11,,,0
C01000,37,105.42,monthly,check,2,service,48.0,1
C01001,59,61.4,monthly,card,14,,,0
C01002,54,77.05,1-year,bank,9,,,0
C01003,41,20.06,monthly,card,4,,,0
C01004,64,84.49,1-year,check,15,,,0
C01005,10,91.82,1-year,auto,7,,,0
C01006,67,76.71,monthly,auto,6,,,0
C01007,62,69.66,1-year,bank,0,,,0
C01008,37,100.99,monthly,bank,15,price,53.0,1
C01009,53,88.14,2-year,auto,13,,,0
C01010,38,47.81,2-year,bank,2,,,0
C01011,20,115.91,monthly,auto,15,price,49.0,1
C01012,58,90.73,1-year,check,12,,,0
C01013,18,118.79,1-year,bank,6,,,0
C01014,23,117.13,2-year,check,14,,,0
C01015,38,111.89,monthly,card,8,price,5.0,1
C01016,61,95.54,1-year,bank,11,,,0
C01017,28,80.94,2-year,bank,2,,,0
C01018,36,37.22,monthly,auto,1,service,48.0,1
C01019,3,74.34,1-year,check,8,,,0
C01020,9,96.54,monthly,bank,5,other,25.0,1
C01021,5,72.09,1-year,auto,15,service,58.0,1
C01022,6,106.82,monthly,bank,1,price,52.0,1
C01023,63,30.97,2-year,auto,12,,,0
C01024,61,58.09,monthly,check,9,,,0
C01025,60,70.6,monthly,auto,14,,,0
C01026,5,63.23,2-year,auto,15,,,0
C01027,6,30.86,2-year,bank,13,,,0
C01028,21,35.35,1-year,bank,5,,,0
C01029,41,103.76,1-year,auto,11,,,0
C01030,25,68.44,monthly,card,2,price,12.0,1
C01031,36,24.87,1-year,auto,7,other,32.0,1
C01032,13,21.65,monthly,card,4,competitor,19.0,1
C01033,53,67.35,monthly,auto,4,,,0
C01034,23,36.44,2-year,check,9,,,0
C01035,5,90.51,1-year,check,2,,,0
C01036,54,99.53,monthly,bank,9,service,60.0,1
C01037,66,42.83,monthly,check,6,,,0
C01038,2,79.22,2-year,bank,3,,,0
C01039,32,35.44,monthly,bank,8,price,13.0,1
C01040,60,50.36,monthly,card,12,,,0
C01041,51,108.88,monthly,card,9,,,0
C01042,62,74.41,monthly,auto,1,,,0
C01043,30,108.59,monthly,check,8,price,8.0,1
C01044,27,42.52,2-year,bank,9,,,0
C01045,52,53.0,monthly,auto,10,competitor,30.0,1
C01046,12,67.1,1-year,check,6,,,0
C01047,18,68.01,1-year,check,1,,,0
C01048,44,119.76,1-year,card,2,,,0
C01049,49,31.44,1-year,check,5,,,0
C01050,9,105.2,1-year,card,10,competitor,3.0,1
C01051,37,106.37,1-year,check,11,service,35.0,1
C01052,27,75.32,1-year,card,10,,,0
C01053,37,54.4,1-year,check,4,,,0
C01054,70,71.92,1-year,bank,7,,,0
C01055,6,49.25,1-year,card,0,other,41.0,1
C01056,72,99.91,monthly,bank,12,service,35.0,1
C01057,33,69.83,1-year,card,5,,,0
C01058,56,112.58,1-year,card,8,,,0
C01059,31,82.27,monthly,auto,7,competitor,47.0,1
C01060,23,71.43,2-year,bank,4,,,0
C01061,56,91.11,monthly,bank,2,,,0
C01062,50,70.39,monthly,card,15,,,0
C01063,11,110.45,2-year,bank,1,,,0
C01064,51,38.44,monthly,bank,15,,,0
C01065,55,117.33,monthly,check,1,,,0
C01066,28,101.22,monthly,card,1,price,3.0,1
C01067,67,106.07,2-year,auto,14,,,0
C01068,47,68.29,monthly,card,15,price,44.0,1
C01069,25,103.72,1-year,check,14,,,0
C01070,1,50.68,1-year,card,12,service,16.0,1
C01071,49,96.19,1-year,auto,7,,,0
C01072,16,34.05,2-year,check,1,,,0
C01073,55,50.71,2-year,auto,9,,,0
C01074,38,64.57,monthly,auto,8,,,0
C01075,34,52.23,2-year,auto,11,,,0
C01076,12,58.7,1-year,check,0,,,0
C01077,52,102.01,monthly,auto,1,,,0
C01078,12,45.67,monthly,card,9,price,29.0,1
C01079,31,94.53,1-year,check,13,price,28.0,1
C01080,61,27.37,monthly,auto,14,,,0
C01081,67,96.57,1-year,bank,9,,,0
C01082,72,99.2,monthly,auto,5,,,0
C01083,69,60.17,1-year,check,7,,,0
C01084,41,92.25,monthly,bank,8,,,0
C01085,15,111.51,2-year,bank,9,,,0
C01086,61,100.07,monthly,card,3,,,0
C01087,58,59.04,monthly,auto,6,,,0
C01088,72,68.42,monthly,check,8,,,0
C01089,47,97.94,monthly,bank,13,service,27.0,1
C01090,11,49.26,1-year,auto,12,,,0
C01091,37,100.39,1-year,card,12,,,0
C01092,33,52.81,monthly,auto,3,,,0
C01093,61,100.6,2-year,bank,6,,,0
C01094,29,28.68,monthly,check,8,,,0
C01095,24,24.44,monthly,card,15,service,15.0,1
C01096,6,119.77,1-year,check,5,competitor,47.0,1
C01097,61,106.95,1-year,check,14,,,0
C01098,55,108.28,1-year,auto,11,,,0
C01099,3,115.13,monthly,bank,10,service,17.0,1
C01100,32,63.83,monthly,card,11,competitor,37.0,1
C01101,35,48.68,1-year,card,12,other,22.0,1
C01102,34,33.0,monthly,card,11,,,0
C01103,67,70.12,monthly,bank,10,,,0
C01104,11,42.0,2-year,auto,6,,,0
C01105,23,113.56,1-year,card,6,,,0
C01106,14,20.4,monthly,card,9,other,37.0,1
C01107,18,34.32,monthly,card,13,,,0
C01108,66,44.65,1-year,bank,10,,,0
C01109,68,39.9,monthly,check,15,competitor,46.0,1
C01110,4,42.58,monthly,bank,10,,,0
C01111,46,85.6,monthly,bank,6,competitor,24.0,1
C01112,17,52.75,1-year,card,9,,,0
C01113,14,81.5,1-year,auto,9,service,14.0,1
C01114,22,109.03,monthly,card,13,competitor,44.0,1
C01115,14,80.26,monthly,card,4,competitor,19.0,1
C01116,36,89.45,1-year,check,3,,,0
C01117,72,56.55,1-year,auto,3,,,0
C01118,43,35.97,1-year,bank,0,,,0
C01119,53,52.06,monthly,card,10,,,0
C01120,36,116.43,1-year,check,15,,,0
C01121,2,82.18,2-year,bank,9,,,0
C01122,7,47.75,1-year,bank,0,,,0
C01123,20,65.09,monthly,auto,5,price,41.0,1
C01124,18,103.55,1-year,auto,14,service,15.0,1
C01125,61,86.84,monthly,bank,0,,,0
C01126,61,76.07,monthly,check,9,,,0
C01127,62,108.52,monthly,check,7,,,0
C01128,46,87.24,2-year,auto,14,,,0
C01129,41,84.27,monthly,auto,8,price,4.0,1
C01130,47,38.98,2-year,bank,9,,,0
C01131,30,30.64,1-year,card,11,,,0
C01132,49,116.51,1-year,card,13,service,32.0,1
C01133,58,79.89,monthly,card,8,price,6.0,1
C01134,55,61.57,1-year,auto,11,,,0
C01135,45,78.9,monthly,check,12,,,0
C01136,5,26.18,monthly,auto,8,,,0
C01137,53,102.21,monthly,card,11,,,0
C01138,27,41.66,monthly,card,5,price,16.0,1
C01139,54,100.45,1-year,card,5,,,0
C01140,39,73.44,monthly,check,0,service,15.0,1
C01141,64,47.66,monthly,card,10,,,0
C01142,25,23.02,2-year,check,4,,,0
C01143,68,101.58,monthly,auto,13,competitor,11.0,1
C01144,61,37.65,monthly,card,15,,,0
C01145,24,25.18,monthly,check,14,competitor,12.0,1
C01146,35,95.59,monthly,check,4,competitor,10.0,1
C01147,39,55.0,1-year,auto,10,,,0
C01148,56,58.93,monthly,card,12,competitor,52.0,1
C01149,50,44.71,monthly,card,8,,,0
C01150,62,105.92,1-year,card,8,,,0
C01151,27,49.73,monthly,check,7,,,0
C01152,37,41.02,2-year,auto,4,,,0
C01153,32,50.92,2-year,card,9,,,0
C01154,66,40.31,monthly,bank,15,,,0
C01155,22,51.77,monthly,check,3,,,0
C01156,43,28.29,monthly,auto,0,,,0
