age,income,years_experience,region,account_type,marketing_channel,subscription_months,support_tickets_last_year,n_logins_last_30d,last_login_days_ago,device_type,education_level,target
53,17243.42,27,west,premium,referral,17,4,39,303,desktop,high_school,0
62,80543.86,25,east,enterprise,organic,21,8,81,10,desktop,bachelors,0
29,27508.54,6,north,enterprise,social,45,12,91,68,tablet,masters,0
23,36942.04,7,north,basic,referral,46,14,9,289,mobile,high_school,0
30,43132.51,7,north,enterprise,social,13,1,45,358,desktop,bachelors,1
48,50190.05,21,north,enterprise,paid,33,3,22,268,mobile,bachelors,1
68,39887.09,31,north,enterprise,social,60,6,66,4,tablet,high_school,0
26,47078.77,0,east,premium,paid,16,10,41,18,desktop,phd,1
20,47298.01,0,south,premium,paid,42,18,28,321,desktop,masters,1
45,37488.2,18,south,basic,organic,11,2,25,182,mobile,high_school,0
70,30825.06,28,east,basic,social,51,1,35,181,desktop,phd,0
47,93796.64,15,south,basic,paid,11,13,11,351,desktop,masters,1
66,13868.24,36,south,premium,referral,18,20,10,90,mobile,high_school,0
52,43328.72,17,west,enterprise,referral,28,17,63,104,desktop,masters,1
19,36999.52,0,north,premium,referral,23,11,95,251,desktop,high_school,0
40,63024.25,15,west,basic,paid,11,0,51,330,mobile,phd,1
58,20484.51,27,south,premium,referral,39,12,93,133,desktop,bachelors,0
45,36320.18,14,north,premium,paid,2,9,15,55,mobile,bachelors,1
28,46100.73,1,north,basic,referral,60,9,98,20,desktop,high_school,0
27,93157.25,9,east,premium,paid,4,10,59,2,mobile,masters,1
53,59832.9,23,south,premium,referral,21,11,75,137,desktop,high_school,0
42,24098.55,16,west,premium,social,56,15,6,194,mobile,high_school,0
48,36589.4,14,north,premium,paid,10,4,61,179,desktop,high_school,0
37,83418.95,9,east,basic,organic,5,1,38,87,desktop,masters,1
35,23849.89,6,north,basic,paid,45,1,90,247,desktop,high_school,0
53,46761.4,27,north,premium,social,5,8,80,321,mobile,phd,1
18,48753.28,3,east,enterprise,social,54,10,87,85,desktop,bachelors,0
41,38891.47,15,north,basic,organic,28,16,89,246,desktop,high_school,0
37,247075.95,14,south,premium,social,53,9,72,199,mobile,high_school,0
59,38267.69,22,east,premium,organic,15,11,24,251,mobile,high_school,0
56,64206.46,29,east,basic,social,9,20,28,5,mobile,bachelors,0
40,30952.82,14,east,basic,social,58,15,86,246,desktop,masters,1
31,67282.05,8,north,basic,paid,46,14,60,273,mobile,high_school,0
30,82658.47,12,north,basic,social,55,7,90,248,desktop,masters,1
29,34448.53,3,south,basic,paid,20,3,80,307,desktop,high_school,0
32,47438.0,8,north,premium,paid,25,19,61,273,mobile,masters,1
58,28647.81,21,south,premium,social,35,11,15,360,mobile,phd,1
20,24670.36,0,south,premium,organic,27,1,99,245,mobile,masters,1
19,91315.63,0,south,basic,organic,15,10,24,163,mobile,bachelors,1
46,35157.72,18,east,basic,organic,23,1,24,305,mobile,masters,1
29,11519.92,9,north,enterprise,referral,37,20,14,254,desktop,high_school,0
62,141381.01,26,south,enterprise,referral,3,11,6,204,tablet,high_school,0
57,30295.15,20,south,premium,social,21,16,37,211,mobile,high_school,0
58,42284.51,22,north,basic,social,18,9,85,128,mobile,bachelors,0
42,131208.63,17,west,enterprise,social,5,0,87,224,desktop,masters,1
41,45024.17,15,south,premium,referral,8,13,49,170,tablet,bachelors,0
40,44444.57,19,north,basic,social,30,13,31,47,tablet,masters,1
28,23461.03,10,west,basic,organic,7,4,34,161,tablet,high_school,0
48,18381.5,15,south,basic,referral,21,15,92,347,mobile,masters,0
63,44363.32,32,north,premium,organic,34,4,5,121,tablet,high_school,0
31,60942.49,3,west,premium,organic,53,14,5,247,mobile,high_school,0
21,58883.44,0,east,basic,organic,6,15,6,152,mobile,masters,1
47,36726.11,21,west,basic,organic,27,2,89,104,desktop,phd,1
39,49620.27,12,west,basic,social,7,6,9,140,desktop,bachelors,1
60,16279.7,32,east,premium,paid,26,3,95,351,desktop,high_school,0
63,64608.43,24,north,premium,social,29,15,18,40,desktop,bachelors,0
68,54005.63,32,south,basic,paid,48,4,55,244,desktop,high_school,0
38,160202.92,11,north,premium,referral,27,13,98,303,mobile,masters,0
65,49241.29,35,east,enterprise,paid,57,8,11,67,mobile,masters,1
24,27844.71,5,west,basic,social,9,1,28,276,desktop,high_school,0
37,47551.38,15,north,premium,organic,4,18,73,233,mobile,high_school,0
32,40268.31,7,west,basic,referral,1,14,82,123,mobile,high_school,0
66,63629.01,35,east,basic,social,22,5,91,64,mobile,phd,1
49,49818.18,24,north,enterprise,referral,12,18,1,345,desktop,bachelors,0
37,23018.0,15,west,enterprise,social,6,14,78,72,tablet,masters,0
26,18371.47,5,east,basic,organic,15,17,32,347,desktop,bachelors,0
59,57396.86,31,south,basic,paid,59,3,56,237,desktop,bachelors,1
52,112405.56,24,south,basic,organic,49,0,91,313,desktop,high_school,0
63,51411.07,24,north,premium,paid,2,1,91,108,mobile,phd,1
41,79855.85,18,north,basic,organic,55,11,18,10,desktop,high_school,0
25,90010.85,0,east,basic,referral,13,16,47,239,desktop,bachelors,0
35,57530.76,13,west,basic,social,25,19,28,135,tablet,bachelors,0
50,30070.66,17,east,premium,referral,20,20,62,201,mobile,bachelors,0
30,55115.42,11,west,enterprise,social,25,12,83,167,tablet,phd,1
21,101138.26,4,west,basic,paid,46,13,32,117,desktop,high_school,0
61,67368.6,30,north,premium,organic,43,6,12,263,mobile,bachelors,1
46,76799.02,20,west,premium,referral,36,0,6,183,desktop,bachelors,0
39,37140.83,14,west,basic,organic,38,4,5,232,mobile,bachelors,0
47,43416.19,22,south,enterprise,paid,44,1,37,246,desktop,high_school,0
57,45650.22,23,south,premium,social,12,14,97,248,mobile,high_school,0
18,47533.84,0,east,premium,paid,24,10,25,120,desktop,high_school,0
41,98792.3,12,west,premium,organic,7,16,40,280,desktop,high_school,0
31,11988.41,4,west,basic,organic,43,3,68,80,desktop,bachelors,0
22,49927.29,6,south,basic,referral,27,19,66,347,mobile,bachelors,0
19,46737.5,0,west,basic,organic,39,15,27,296,tablet,bachelors,1
41,21527.78,9,south,premium,referral,34,19,12,201,tablet,bachelors,1
46,73354.59,22,west,enterprise,paid,17,13,15,65,desktop,bachelors,1
44,31738.95,21,east,basic,referral,9,7,22,330,mobile,high_school,1
59,39568.17,28,west,basic,social,59,13,8,202,tablet,bachelors,1
42,148638.01,13,west,basic,organic,18,12,46,298,desktop,high_school,0
49,89857.84,24,south,enterprise,referral,7,3,65,10,tablet,high_school,0
61,69195.57,30,west,basic,organic,19,2,68,123,mobile,bachelors,0
52,61603.02,20,east,enterprise,organic,55,13,91,109,desktop,bachelors,1
66,44408.76,29,north,basic,paid,16,1,29,297,mobile,high_school,0
29,162693.99,12,north,basic,paid,60,2,66,170,desktop,bachelors,0
59,79324.36,31,east,basic,social,28,1,89,42,desktop,bachelors,0
54,31265.48,25,north,basic,social,52,13,2,225,mobile,masters,1
48,21161.5,14,north,basic,social,40,19,78,58,mobile,bachelors,1
18,68878.74,0,east,enterprise,organic,3,10,8,163,desktop,bachelors,0
46,47404.79,16,north,premium,referral,31,3,55,363,mobile,high_school,0
63,20798.52,29,south,basic,referral,26,10,83,159,desktop,masters,0
52,63395.72,26,west,premium,organic,13,10,46,156,mobile,bachelors,0
18,41713.65,4,north,basic,referral,33,12,56,14,mobile,bachelors,1
33,67399.91,7,east,premium,social,7,9,62,168,desktop,bachelors,0
48,63898.05,15,north,premium,social,42,11,58,350,tablet,bachelors,1
61,34031.49,25,west,enterprise,social,50,6,73,348,mobile,bachelors,1
41,71661.35,11,south,premium,organic,6,19,86,352,mobile,masters,1
63,36361.18,33,west,basic,social,29,11,13,132,tablet,masters,0
60,37807.81,22,east,basic,social,40,6,42,23,tablet,phd,1
32,35619.1,13,west,basic,referral,4,0,86,86,desktop,bachelors,0
28,96624.21,8,east,basic,organic,24,14,38,77,desktop,bachelors,0
65,41425.69,26,south,basic,paid,16,7,49,28,mobile,masters,1
49,111688.15,22,north,basic,organic,3,5,74,259,desktop,high_school,1
62,142927.23,29,east,enterprise,organic,49,10,94,191,desktop,masters,1
66,31469.32,26,east,enterprise,social,27,10,25,264,tablet,bachelors,1
40,8496.44,11,east,basic,social,46,16,96,73,mobile,high_school,0
20,91739.26,0,north,enterprise,social,36,11,71,254,mobile,high_school,0
66,39927.35,28,east,premium,organic,53,14,3,23,tablet,masters,1
48,29152.27,20,south,basic,referral,60,13,87,264,tablet,high_school,0
24,34432.95,4,east,enterprise,paid,37,17,38,297,desktop,high_school,0
46,38219.9,14,east,enterprise,paid,22,0,28,92,mobile,high_school,0
19,106757.57,0,south,premium,paid,26,7,53,120,desktop,high_school,0
33,53957.22,11,east,premium,social,50,15,58,159,mobile,high_school,0
36,105890.33,11,south,basic,referral,26,2,54,212,mobile,masters,1
42,65942.08,12,west,premium,social,32,9,5,193,mobile,high_school,0
47,40719.47,15,west,premium,organic,12,8,83,38,mobile,masters,1
62,38784.88,23,south,premium,paid,60,16,34,138,desktop,masters,1
36,68662.97,15,south,basic,paid,40,20,14,185,mobile,bachelors,0
56,80198.12,28,east,premium,referral,20,2,57,224,desktop,high_school,0
67,89150.0,32,west,premium,social,36,4,62,231,mobile,bachelors,0
57,41901.5,23,north,premium,organic,25,16,10,243,mobile,high_school,0
31,54454.65,5,south,basic,organic,10,3,95,164,tablet,bachelors,0
53,69593.35,20,south,basic,social,53,10,60,183,desktop,phd,1
32,38933.91,14,west,basic,paid,54,19,100,123,mobile,phd,1
43,24810.84,11,north,premium,paid,51,20,67,99,desktop,masters,1
51,30219.34,25,west,basic,social,23,19,1,113,mobile,high_school,0
33,42420.15,7,east,enterprise,referral,16,2,21,160,mobile,bachelors,1
18,72935.03,0,west,premium,referral,3,3,98,40,mobile,masters,1
62,104337.54,31,west,basic,organic,44,3,56,80,tablet,bachelors,1
56,21728.32,29,south,premium,referral,20,16,12,42,mobile,bachelors,1
24,34255.18,8,east,basic,paid,54,3,7,149,tablet,high_school,0
38,39548.48,10,east,basic,referral,53,9,54,181,desktop,high_school,0
31,78970.55,9,west,basic,paid,8,17,60,59,mobile,bachelors,0
69,35708.13,31,east,premium,organic,56,10,24,50,tablet,high_school,0
67,37879.32,28,north,enterprise,paid,9,19,19,192,mobile,high_school,0
54,21011.06,22,west,basic,paid,30,10,61,81,desktop,masters,0
41,65515.65,9,north,premium,paid,29,7,43,317,desktop,phd,1
20,44496.27,0,west,basic,organic,58,20,3,60,mobile,bachelors,1
31,33109.42,9,south,basic,social,40,11,5,176,mobile,masters,0
22,41952.45,4,south,premium,paid,53,3,24,293,tablet,phd,1
59,96393.81,23,west,premium,paid,36,13,56,38,mobile,high_school,0
22,26824.42,3,east,enterprise,referral,50,16,30,164,tablet,bachelors,1
53,29584.45,25,east,premium,referral,52,17,1,172,mobile,bachelors,1
68,103917.38,36,south,basic,paid,52,0,92,202,mobile,high_school,0
34,51300.97,11,south,basic,organic,25,2,70,324,mobile,masters,1
54,73266.04,20,north,basic,organic,23,13,58,213,mobile,bachelors,0
64,62383.19,31,east,enterprise,organic,60,15,24,138,tablet,bachelors,1
40,47992.46,10,south,premium,organic,46,13,71,145,mobile,high_school,0
41,39776.06,10,north,basic,referral,56,8,95,228,desktop,high_school,0
28,80735.59,4,south,basic,paid,35,15,68,109,mobile,phd,1
40,98459.63,12,west,basic,organic,56,12,29,250,mobile,high_school,0
64,93949.53,25,west,premium,referral,44,19,39,139,mobile,high_school,0
53,24069.89,17,south,basic,organic,45,7,93,22,desktop,high_school,0
28,107253.09,11,west,enterprise,social,11,15,1,195,desktop,bachelors,0
45,39546.75,19,south,basic,paid,35,3,22,92,mobile,bachelors,1
55,31162.86,26,south,premium,paid,44,15,10,131,tablet,bachelors,1
22,44285.09,0,south,basic,organic,46,15,64,118,mobile,high_school,0
58,80714.79,29,west,basic,paid,58,5,46,50,desktop,high_school,0
28,67797.36,5,south,basic,paid,20,1,13,105,mobile,masters,1
33,42056.45,12,north,basic,social,19,20,95,334,desktop,bachelors,1
40,81032.01,14,west,enterprise,organic,59,1,55,117,mobile,bachelors,1
44,53311.98,13,east,premium,paid,60,9,25,268,desktop,bachelors,1
66,34759.81,28,west,basic,referral,11,0,95,149,desktop,masters,1
29,32054.05,3,east,premium,paid,23,8,70,24,desktop,high_school,0
31,62701.52,12,east,premium,paid,57,17,13,306,mobile,bachelors,1
38,46652.85,12,north,premium,social,12,10,83,331,desktop,bachelors,0
63,21476.12,32,west,basic,paid,47,5,5,86,mobile,high_school,1
69,81495.0,37,north,basic,organic,7,8,91,62,mobile,masters,1
42,36747.85,11,north,basic,social,11,1,39,340,desktop,bachelors,0
54,127423.54,21,west,enterprise,organic,48,12,29,35,tablet,masters,1
66,21124.86,27,north,basic,referral,37,0,5,325,mobile,masters,1
62,43983.72,23,north,premium,organic,34,7,94,63,desktop,bachelors,0
54,32209.39,28,south,enterprise,organic,52,1,56,317,desktop,phd,1
46,27302.85,20,west,basic,paid,19,5,61,341,desktop,bachelors,1
70,36604.47,32,west,basic,social,31,1,85,87,mobile,masters,0
30,141823.78,4,north,basic,organic,37,19,51,80,mobile,high_school,0
37,53424.36,13,south,premium,organic,45,16,29,38,mobile,bachelors,1
55,30484.55,24,east,basic,organic,20,19,78,288,mobile,bachelors,0
19,16363.74,0,east,basic,organic,39,14,53,127,desktop,high_school,0
44,17451.53,11,north,basic,organic,27,10,24,235,mobile,bachelors,1
63,35529.62,29,south,premium,social,33,3,85,224,mobile,phd,1
27,33516.3,5,east,premium,referral,52,20,82,189,desktop,bachelors,1
60,42854.66,30,north,basic,paid,24,19,24,88,mobile,high_school,0
39,12540.14,12,west,premium,organic,41,8,65,133,desktop,high_school,1
63,46397.04,25,south,basic,organic,57,4,93,183,desktop,high_school,0
51,90820.28,25,west,basic,paid,46,8,80,34,desktop,high_school,0
26,129794.12,4,east,basic,paid,60,8,20,147,mobile,phd,1
56,15730.12,26,east,premium,social,36,19,86,260,mobile,bachelors,0
20,30307.92,0,west,premium,organic,17,1,5,154,desktop,high_school,0
30,29362.09,2,north,basic,paid,60,13,62,144,desktop,bachelors,1
65,53499.78,25,south,basic,referral,39,16,51,307,desktop,high_school,0
64,23579.58,32,east,basic,paid,15,16,3,195,desktop,high_school,0
20,134505.17,0,west,basic,referral,20,4,73,269,mobile,masters,1
38,50317.77,16,west,basic,referral,16,8,30,18,desktop,bachelors,0
22,45529.34,7,south,basic,organic,51,7,86,339,mobile,phd,1
32,127468.97,11,west,basic,social,6,8,88,283,mobile,bachelors,0
69,48551.07,38,north,basic,paid,45,1,59,302,mobile,bachelors,1
28,62329.0,11,north,basic,organic,34,1,63,253,desktop,masters,1
51,31242.08,23,north,basic,referral,5,0,5,197,desktop,phd,1
60,21540.69,30,west,premium,referral,37,20,89,193,desktop,masters,1
64,33988.69,30,east,basic,organic,46,8,68,228,desktop,phd,1
36,182077.1,8,south,premium,paid,44,4,38,181,tablet,masters,1
54,71668.93,19,east,basic,social,32,16,8,267,desktop,masters,1
43,57798.66,15,north,basic,referral,21,10,50,123,desktop,high_school,0
23,27287.28,3,north,basic,paid,10,7,90,281,mobile,masters,1
29,84689.8,5,north,basic,paid,1,2,87,125,desktop,bachelors,0
57,21706.87,21,north,premium,referral,22,8,9,174,desktop,bachelors,0
54,19144.41,23,south,basic,referral,38,13,76,25,mobile,bachelors,0
45,35054.8,17,south,basic,organic,3,13,8,329,mobile,phd,1
59,158370.82,31,west,basic,paid,60,8,38,251,mobile,phd,1
54,153083.15,28,west,basic,paid,36,12,45,91,mobile,high_school,0
35,37393.71,12,west,enterprise,referral,18,16,2,16,desktop,masters,0
33,32711.45,13,north,enterprise,referral,58,19,13,311,desktop,masters,1
68,18320.63,30,east,basic,referral,12,11,88,0,tablet,high_school,0
69,51370.45,38,north,basic,paid,58,4,63,176,desktop,high_school,1
19,54025.3,5,north,basic,paid,17,2,79,11,desktop,high_school,0
59,78726.39,22,east,basic,social,23,3,57,253,desktop,masters,1
25,84662.2,6,south,basic,social,26,0,45,74,desktop,bachelors,1
63,43544.86,29,east,basic,social,60,11,1,156,mobile,phd,1
49,68433.43,17,west,basic,social,16,4,55,208,mobile,bachelors,0
54,32196.62,22,north,basic,social,59,4,77,135,mobile,phd,1
55,67658.31,28,west,basic,organic,21,15,20,249,desktop,bachelors,0
50,36158.26,25,north,premium,paid,18,6,49,185,mobile,masters,0
31,64580.97,6,west,enterprise,paid,39,17,41,153,desktop,high_school,0
60,61518.97,27,east,basic,paid,42,2,87,117,tablet,bachelors,0
47,51086.84,18,north,premium,social,21,7,16,149,desktop,masters,0
46,78962.14,21,south,basic,paid,9,1,10,117,mobile,phd,1
34,19106.05,10,south,basic,organic,24,11,21,211,desktop,masters,0
18,25875.46,0,west,premium,organic,33,2,15,279,desktop,high_school,0
47,41687.82,23,north,basic,organic,3,5,85,218,tablet,bachelors,0
36,20620.52,10,west,enterprise,paid,5,15,26,11,desktop,high_school,0
52,38402.63,19,south,enterprise,organic,56,18,36,309,mobile,high_school,0
37,39152.59,10,west,basic,organic,3,11,25,287,tablet,bachelors,0
69,107560.66,31,south,basic,paid,25,20,82,299,mobile,masters,1
54,53397.55,24,east,basic,referral,46,15,67,18,mobile,masters,1
42,90912.95,17,west,enterprise,referral,20,15,47,301,mobile,masters,0
55,58747.56,20,north,basic,organic,30,20,80,170,mobile,masters,1
52,35546.59,26,north,premium,social,6,1,7,308,mobile,masters,1
50,53115.82,17,east,basic,organic,48,4,68,286,mobile,high_school,0
48,75936.73,15,east,premium,referral,39,9,36,322,mobile,high_school,0
67,100312.02,33,west,basic,social,52,12,38,44,mobile,bachelors,1
34,45279.69,7,south,premium,social,52,20,15,203,tablet,masters,1
40,18242.21,17,west,premium,paid,22,2,9,266,desktop,high_school,0
31,17488.85,13,west,basic,organic,3,4,70,217,desktop,bachelors,0
48,40301.84,21,west,basic,social,21,6,85,297,desktop,bachelors,0
70,12055.29,36,north,basic,referral,9,14,92,266,desktop,high_school,0
50,143927.17,20,north,premium,referral,32,19,24,13,mobile,bachelors,0
28,70133.79,4,west,premium,paid,9,19,77,72,tablet,masters,1
66,33476.53,32,east,basic,social,56,15,11,232,mobile,bachelors,1
59,25190.23,24,east,enterprise,social,37,16,78,131,mobile,high_school,0
41,90841.5,18,west,basic,referral,16,8,57,130,tablet,masters,1
25,25130.0,4,north,enterprise,social,56,12,87,334,mobile,high_school,0
39,26610.57,13,west,enterprise,paid,47,3,6,32,mobile,masters,0
60,30959.42,29,east,premium,organic,27,10,78,191,tablet,high_school,0
48,52493.91,16,west,enterprise,referral,9,6,47,114,desktop,bachelors,0
27,71145.22,6,west,basic,referral,21,19,57,18,mobile,bachelors,0
26,100268.15,8,south,premium,paid,36,7,54,137,tablet,high_school,0
69,91764.68,36,north,basic,organic,46,8,72,148,tablet,masters,1
41,49043.56,11,west,basic,referral,16,8,60,166,tablet,high_school,0
54,90428.36,18,west,premium,organic,45,18,42,58,mobile,high_school,0
37,32774.31,9,south,enterprise,referral,17,19,43,266,desktop,high_school,0
22,16440.13,6,west,enterprise,social,15,9,7,130,desktop,masters,0
39,32771.72,10,south,premium,organic,27,20,73,209,desktop,masters,1
54,30219.53,18,south,enterprise,social,10,15,71,199,mobile,phd,1
35,33550.52,12,west,premium,organic,25,17,57,206,desktop,high_school,0
49,27567.01,24,east,premium,paid,22,19,72,184,mobile,bachelors,1
41,37172.86,11,west,basic,social,17,6,27,110,tablet,high_school,0
35,71111.93,6,west,basic,organic,47,11,22,179,desktop,bachelors,0
31,137194.41,4,east,basic,organic,20,5,93,194,desktop,phd,1
31,17409.86,4,south,premium,social,42,6,96,6,mobile,masters,1
31,22637.41,5,west,premium,organic,44,9,86,264,mobile,bachelors,0
56,30489.34,20,east,premium,paid,40,1,5,162,desktop,bachelors,1
35,77609.5,13,east,enterprise,paid,17,4,55,107,desktop,phd,1
57,43348.68,22,east,premium,organic,50,16,74,10,desktop,bachelors,1
34,31746.4,11,north,premium,organic,15,3,3,111,mobile,high_school,0
35,75360.59,10,north,premium,social,17,13,97,148,mobile,bachelors,1
66,87014.86,33,east,premium,paid,53,16,79,306,mobile,high_school,0
